koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_srad,koi_kepmag
CANDIDATE,37.8034121,155.37719,4.641,6.78E+02,2.95,20.2,5329,0.819,15.191
CONFIRMED,15.03366411,144.98055,3.272,3.75E+02,1.7,22.2,5523,0.891,14.837
CANDIDATE,131.485184,177.48749,5.294,5.58E+02,3.03,19.4,5765,1.242,14.895
CANDIDATE,16.2908527,132.11774,3.176,4.41E+01,0.52,14.5,5425,0.797,11.671
CONFIRMED,106.247882,135.7435,13.78,3.97E+02,2.01,24,5679,0.972,14.552
CONFIRMED,8.508333104,134.785645,3.4559,6.47E+02,2.6,93.4,5767,1.03,14.176
CONFIRMED,12.94123564,139.89901,4.636,3.29E+02,1.7,22.1,6119,0.938,15.012
CONFIRMED,5.349791,133.8836,4.279,8.88E+01,1.29,23.3,6074,1.183,13.386
CANDIDATE,147.281212,148.80124,7.375,4.53E+02,2.28,17.3,5708,1.054,14.685
CONFIRMED,5.26211833,136.37566,3.244,1.95E+02,1.95,20.3,5587,1.309,14.623
CONFIRMED,12.1628195,137.52402,2.3161,3.06E+02,3.14,15.2,5587,1.309,14.623
CONFIRMED,23.5541012,144.21486,7.3,9.52E+01,2.33,29.9,9565,2.286,11.98
CONFIRMED,41.6977582,134.24608,5.513,6.85E+02,2.26,27.7,5730,0.87,15.265
CONFIRMED,4.79029482,134.95277,2.7219,1.42E+02,1.01,23.1,5412,0.843,14.102
CONFIRMED,38.6715843,157.61988,5.532,5.99E+02,2.45,25.2,5432,0.913,14.94
CONFIRMED,8.32651854,135.58655,5.483,2.68E+02,1.8,27.2,6057,1,15.06
CONFIRMED,5.53533152,132.76087,2.793,2.61E+02,1.75,27.5,5588,1.1,14.514
CONFIRMED,16.7261969,143.74673,2.708,1.95E+02,1.56,11.6,5588,1.1,14.514
CONFIRMED,21.58752788,142.96728,4.4968,3.37E+02,2.18,34,6038,1.191,14.247
CONFIRMED,3.757294695,133.95965,0.9269,2.73E+02,1.23,23.4,4901,0.716,14.099
CONFIRMED,3.2828024,131.89965,3.2532,1.43E+02,1.79,24.4,5640,1.515,14.686
CONFIRMED,4.64495172,136.02095,3.366,1.47E+02,1.38,19.8,6047,1.129,14.338
CANDIDATE,16.6671415,141.76551,3.526,1.75E+02,0.7,17.9,4729,0.525,13.831
CONFIRMED,16.48686712,139.20338,1.431,9.88E+02,27.45,22.1,6090,1.071,15.315
CONFIRMED,2.685054445,132.60443,1.0473,2.53E+02,1.46,28.9,5266,0.829,14.077
CONFIRMED,16.8600805,139.84916,5.557,2.73E+02,1.71,22.4,6205,0.973,14.989
CONFIRMED,1.54320541,131.5554,2.5779,9.12E+01,1.23,35.2,5866,1.282,13.38
CONFIRMED,49.5004725,139.04294,5.772,9.65E+02,2.49,27.8,4954,0.828,15.565
CONFIRMED,6.47539108,137.5825,2.7048,5.31E+02,1.92,28.1,4954,0.828,15.565
CONFIRMED,16.85825609,142.34289,2.0728,7.60E+02,2.51,21.8,4954,0.828,15.565
FALSE POSITIVE,3.132604547,136.010454,3.6337,9.97E+03,48.73,222.3,6248,1.181,13.499
CONFIRMED,2.949029106,133.13832,2.0311,3.58E+02,1.48,29.3,4983,0.807,15.333
CONFIRMED,37.8658964,134.36237,4.782,3.95E+02,2.01,25.9,5757,1.017,14.5
CONFIRMED,8.30865307,138.10788,3.2747,8.36E+02,2.42,74.3,5022,0.849,14.817
CONFIRMED,11.93205399,142.10648,6.205,1.79E+02,1.83,32.3,5711,1.391,13.353
CONFIRMED,7.54235832,132.96117,4.73,1.33E+02,1.59,25.8,5711,1.391,13.353
CONFIRMED,5.02818253,134.10891,3.526,1.81E+02,2.03,26.1,5640,1.515,14.686
CONFIRMED,1.897828815,132.6785,2.7114,1.32E+02,1.73,27.2,5640,1.515,14.686
CONFIRMED,10.62788695,137.81843,4.576,3.27E+02,1.87,22.6,6082,1.014,15.401
CANDIDATE,34.135676,157.7959,9.12,6.22E+02,13.98,8.6,7818,5.555,12.963
CONFIRMED,1.104462494,132.32134,1.0458,4.69E+02,1.6,35.3,5002,0.753,15.277
CONFIRMED,4.89336495,133.6449,3.485,1.38E+02,1.6,15.9,6688,1.347,13.827
CONFIRMED,11.17392077,134.70626,3.307,3.25E+02,1.64,21.4,5911,0.914,15.356
CONFIRMED,31.0325991,152.27157,3.476,7.37E+02,2.64,17.6,5841,0.931,15.728
FALSE POSITIVE,0.512407185,132.240449,1.0579,3.29E+02,1.03,46.1,3862,0.563,14.78
FALSE POSITIVE,4.150297119,134.9355,1.2058,5.93E+02,3.03,24.2,5290,0.858,14.854
CONFIRMED,5.89661966,134.03046,3.154,1.44E+02,1.28,15.3,5392,1.087,14.622
CONFIRMED,33.4178173,155.58781,4.645,1.17E+03,3.13,28.4,5136,0.744,15.824
CONFIRMED,2.053341891,134.51606,2.596,6.55E+01,1.44,23.2,6084,1.358,12.217
CONFIRMED,56.7769831,181.09789,6.864,8.84E+02,3.21,33.6,6063,1.012,15.273
CONFIRMED,18.78429232,137.88207,3.1136,1.01E+03,2.14,23.8,4243,0.641,15.561
CONFIRMED,3.61460279,134.69521,3.227,6.48E+01,1.14,14.9,5711,1.391,13.353
CONFIRMED,13.15140223,144.16237,5.439,9.78E+01,1.87,25.5,6154,1.636,12.071
CONFIRMED,18.5084526,131.54555,6.596,7.59E+02,29.33,30.1,5942,0.938,15.253
FALSE POSITIVE,7.47763833,133.40976,2.5693,1.10E+02,2.05,26.2,5957,1.953,11.539
CONFIRMED,42.1918331,155.31211,7.083,4.89E+02,2.35,25.7,5520,1.08,15.06
CONFIRMED,3.73090026,132.89428,2.9095,1.91E+02,1.48,24,5709,0.95,14.966
CANDIDATE,86.130534,200.9117,3.321,2.85E+02,1.47,3.7,5830,0.876,14.966
CONFIRMED,2.787874175,133.90417,2.0348,1.97E+02,2.33,22.2,4827,1.727,14.435
CONFIRMED,37.9962369,162.97984,6.7751,4.04E+02,2.39,37.8,6038,1.191,14.247
CANDIDATE,8.46354384,134.35341,1.4078,7.92E+02,2.51,26.1,5427,0.887,15.338
CONFIRMED,17.23232894,135.0922,4.5568,5.10E+02,2.79,64.1,6086,1.216,14.061
CONFIRMED,28.5057217,132.92075,6.324,7.56E+02,2.55,20.8,5712,0.87,15.778
CONFIRMED,53.5991459,147.43015,6.811,5.23E+02,2.49,23.1,6319,1.032,14.953
CONFIRMED,16.4581861,134.01969,1.9637,4.36E+02,1.82,22.4,5475,0.884,14.64
CANDIDATE,191.864193,294.47036,4.9,,,,,,12.57
CANDIDATE,13.72549689,145.03352,7.62,,,,,,12.57
CANDIDATE,176.331289,170.8589,13.89,1.10E+02,2.38,8.4,6146,2.251,12.982
CONFIRMED,0.693842661,132.18157,1.6197,4.93E+01,0.83,28.9,5457,1.196,12.953
CONFIRMED,83.4887405,188.53792,6.21,9.55E+02,2.95,24.7,5910,0.94,15.375
CONFIRMED,34.0607677,141.35928,2.471,8.19E+02,2.96,20.5,5910,0.94,15.375
CANDIDATE,6.2141496,132.25182,10.141,1.83E+02,4.27,53.4,5295,3.152,13.439
CONFIRMED,31.5888979,155.61538,3.438,3.61E+02,2.59,27.3,5866,1.367,14.143
CONFIRMED,59.9809868,176.14903,7.588,2.82E+02,2.81,25.2,6103,1.383,13.66
CONFIRMED,25.7457957,135.94806,7.073,1.40E+02,1.73,19.3,6103,1.383,13.66
CONFIRMED,11.92979348,136.66919,6.152,7.09E+02,2.43,27.8,5831,0.921,15.844
CANDIDATE,17.65737838,136.585509,3.509,2.16E+03,2.45,117.2,3745,0.47,14.267
CONFIRMED,4.3394569,132.80309,2.3652,3.37E+02,2.11,31.6,5330,1.013,14.822
CONFIRMED,2.852348262,132.044534,0.7051,1.40E+03,1.66,33.3,3731,0.433,15.959
CONFIRMED,65.6480892,173.30166,5.746,5.89E+02,3.93,22,5565,1.246,14.872
FALSE POSITIVE,102.653705,222.9895,53.5887,6.87E+02,39.16,82.1,6711,1.698,12.678
CONFIRMED,14.83340944,135.44213,3.927,7.83E+02,2.54,19.1,5570,0.904,15.707
FALSE POSITIVE,0.987338654,131.88155,2.591,2.65E+01,0.98,25,6258,1.896,11.511
CONFIRMED,101.1323475,210.18316,4.366,1.50E+03,3.87,25.7,5492,1.016,15.331
FALSE POSITIVE,1.811460943,132.93207,5.065,4.29E+02,2.83,83.9,5700,1.008,14.674
CONFIRMED,16.07673148,143.39091,2.205,4.88E+02,2.14,19.3,5957,0.971,15.306
CONFIRMED,18.87058705,143.95639,3.4701,5.88E+02,2.67,28.5,6103,0.949,14.562
CONFIRMED,22.1334224,152.18405,2.049,6.55E+02,1.76,16.3,5165,0.702,15.571
CONFIRMED,17.1369408,141.01497,6.416,3.62E+02,2.05,25.4,6218,1.077,15.004
CONFIRMED,26.6951944,143.9999,4.576,1.33E+02,1.4,13.4,6086,1.216,14.061
CONFIRMED,7.72085047,136.563,1.8264,2.67E+02,2.53,25,5887,1.177,13.516
CONFIRMED,6.312508525,132.654418,2.7455,1.29E+03,2,112.5,4090,0.571,14.735
CONFIRMED,4.19577385,135.17605,2.1557,8.74E+02,3.02,23.3,5229,1.005,15.168
CONFIRMED,7.1329472,135.99259,4.368,1.45E+02,1.64,27.2,5862,1.307,13.959
CONFIRMED,8.91901228,140.0777,4.141,1.81E+02,1.84,29.6,5862,1.307,13.959
CONFIRMED,4.5620407,132.64295,2.8521,8.16E+01,2.82,22.8,5343,2.506,13.052
CANDIDATE,7.5966998,131.95296,3.667,1.28E+02,1.32,24.5,5716,1.091,13.482
FALSE POSITIVE,2.392630668,133.7861,1.3705,1.02E+02,1.33,20.5,5716,1.091,13.482
CONFIRMED,17.6700291,131.60103,6.693,3.48E+02,2.89,25,5795,1.247,14.874
CANDIDATE,15.40877383,139.4831786,3.49,,,,,,14.874
CONFIRMED,108.593113,173.75198,7.989,3.38E+02,1.68,24.3,5678,0.921,14.033
CONFIRMED,19.9865916,135.52265,4.391,6.48E+02,4.22,21.8,5500,1.238,15.699
CONFIRMED,12.12580644,142.10763,3.289,3.28E+02,2.5,14,5500,1.238,15.699
CONFIRMED,76.421501,164.4879,7.218,5.78E+02,2.81,23.9,5561,1.19,15.165
CONFIRMED,56.2590881,164.21993,8.114,3.49E+02,2.22,29.7,6038,1.191,14.247
CONFIRMED,1.646801683,132.0615,1.1966,2.84E+02,0.86,25.2,3810,0.513,14.634
CONFIRMED,3.78861833,134.61419,2.808,1.43E+02,1.23,18.2,5560,1.04,14.285
CONFIRMED,10.45839865,137.65416,3.154,3.07E+02,1.25,18.6,4641,0.747,14.471
CONFIRMED,21.1033014,144.66035,2.059,1.93E+02,1.56,21.3,6000,1.126,13.355
CONFIRMED,95.6114617,138.35664,7.489,4.87E+02,2.37,21.6,6002,1.081,14.71
CANDIDATE,58.35512552,179.39795,8.45,,,,,,15.484
CANDIDATE,1.204686597,131.90556,0.823,2.33E+02,1.55,10.8,5780,1,11.671
CONFIRMED,11.8984948,133.34685,3.015,1.31E+02,1.69,15.9,5862,1.307,13.959
CONFIRMED,23.1274171,145.66194,4.901,1.57E+02,1.44,20.9,5865,1.066,11.863
CONFIRMED,5.132486123,132.15985,1.4575,9.08E+02,1.69,35.4,3879,0.578,15.535
CONFIRMED,8.77997349,138.48383,3.2201,7.56E+02,2.12,32.7,5191,0.764,15.789
CONFIRMED,57.6896212,139.92753,5.118,1.63E+03,5.14,30.2,6228,1.049,15.886
CONFIRMED,10.66489514,132.00872,3.159,2.93E+02,1.76,25.3,6014,1.021,14.651
CONFIRMED,5.1233204,132.08472,2.7466,2.86E+02,1.65,25.1,5364,0.982,15.162
CONFIRMED,3.573202801,134.934397,2.88,2.98E+03,5.81,362.1,5646,1.08,14.72
CONFIRMED,61.6174528,179.08282,3.816,1.35E+03,3.36,19.5,5480,0.931,15.722
CONFIRMED,24.3398202,136.05813,3.891,7.77E+02,5.09,27.8,5596,1.466,15.28
CONFIRMED,7.16520428,132.96921,1.705,4.34E+02,2.31,17.6,6174,1.103,15.302
CONFIRMED,1.755843555,133.15509,1.9425,3.86E+02,1.94,25.1,5569,0.829,15.758
CONFIRMED,5.18560081,132.32455,4.054,2.53E+02,2.34,27.6,6172,1.471,14.806
CONFIRMED,33.4698571,140.14977,4.749,3.71E+02,2.45,23.2,5912,1.094,14.74
CONFIRMED,11.89520436,132.8908,3.433,1.84E+02,1.33,22.3,5649,0.992,14.152
CONFIRMED,1.025857984,131.655621,0.8069,2.71E+02,1.57,36,5123,0.847,14.413
CONFIRMED,5.60013327,135.96495,2.6508,3.29E+02,1.73,22.8,5288,0.978,15.378
CONFIRMED,25.2034128,137.56393,4.515,6.97E+02,2.42,22.3,5831,0.921,15.684
CONFIRMED,1.615357809,132.7846,1.1435,5.00E+02,1.37,31.2,3821,0.486,15.655
CONFIRMED,5.640676975,138.556259,2.8354,1.45E+03,4.59,145.9,5794,1.216,14.762
CONFIRMED,25.5638626,375.27811,4.685,1.12E+03,4,31.6,6228,1.049,15.886
CANDIDATE,6.78341325,136.10468,3.5437,5.01E+02,20.75,35.3,5096,8.769,15.357
CONFIRMED,12.7945474,130.7668,3.4197,8.17E+02,1.6,54.1,4090,0.571,14.735
CONFIRMED,42.4269647,156.17194,5.907,6.32E+02,3.44,26,5330,1.013,15.001
CONFIRMED,1.434745129,132.62802,1.862,2.01E+02,1.5,28.4,5806,1.064,14.691
CANDIDATE,6.95787,359.007,4.537,1.82E+02,1.39,1.8,6240,1.025,15.28
CONFIRMED,3.28192056,132.42485,2.917,1.91E+02,1.6,24.5,5859,1.162,14.842
CONFIRMED,12.51610549,135.03333,4.853,2.63E+02,1.87,22.6,5859,1.162,14.842
CONFIRMED,5.45298742,134.15183,2.1328,8.60E+01,0.92,21,5450,0.842,12.404
CONFIRMED,3.26662733,136.08452,2.056,5.99E+01,0.68,18.6,5450,0.842,12.404
CONFIRMED,4.45743267,132.16006,2.3226,1.76E+02,0.79,20.8,4487,0.612,14.374
CONFIRMED,2.81814715,132.25336,1.763,2.79E+02,1.3,16.5,5167,0.787,15.498
CANDIDATE,9.4907638,131.50396,2.713,1.97E+02,1.05,7.3,5290,0.746,15.498
CANDIDATE,0.76196247,132.78371,1.282,1.90E+02,1.08,18.3,5167,0.787,15.498
FALSE POSITIVE,1.824649,147.482662,4.2285,3.22E+03,5.31,184.3,6190,0.793,14.605
CONFIRMED,2.832647249,131.82642,2.306,1.15E+02,1.37,27.5,5865,1.272,13.467
CONFIRMED,3.70063251,133.16065,5.408,6.86E+01,1.24,29.8,5423,1.404,13.024
CONFIRMED,3.93083997,135.19393,2.932,1.01E+02,1.2,22,6038,1.191,13.652
CONFIRMED,7.63008196,137.07948,2.78,1.24E+02,1.39,18.6,6038,1.191,13.652
CONFIRMED,16.22378479,136.02454,2.5462,2.62E+02,1.51,20.6,5547,0.925,14.129
CONFIRMED,9.76293284,139.15802,3.064,5.53E+02,1.94,23.6,5052,0.816,15.246
CONFIRMED,58.601926,137.66825,5.522,3.96E+02,2.06,19.1,6250,1.019,14.649
CONFIRMED,25.0823402,134.13568,6.423,2.45E+02,2.26,30.5,6429,1.262,13.838
CONFIRMED,78.0998908,139.49646,8.422,6.57E+02,3.37,23.8,5779,1.284,14.999
CONFIRMED,4.27103727,133.14028,2.2759,1.80E+02,1.22,24.6,5984,0.906,14.553
CONFIRMED,4.27226421,133.21863,2.113,4.89E+01,0.64,13.7,5450,0.842,12.404
CANDIDATE,2.19251903,132.2332,1.845,1.81E+01,0.37,6.6,5450,0.842,12.404
CONFIRMED,3.53232429,134.74727,2.765,2.24E+02,1.43,12.8,5761,0.956,14.972
FALSE POSITIVE,15.03946326,144.137461,5.1008,5.24E+03,12.36,181.6,6501,1.441,11.997
FALSE POSITIVE,4.702495974,136.308468,2.3421,4.79E+03,37.24,101.1,5408,0.878,14.916
CONFIRMED,10.44087398,137.97113,3.743,8.22E+02,3.41,22.2,5738,0.981,15.104
CANDIDATE,39.7557642,150.60745,1.958,6.22E+02,13.72,10.2,4405,0.511,15.439
CANDIDATE,10.27127527,135.17631,3.029,3.44E+02,0.94,17.5,4405,0.511,15.439
CONFIRMED,12.5722897,143.0663,4.765,8.65E+01,1.09,12.4,6084,1.169,12.885
CONFIRMED,40.8366307,152.87346,4.956,2.65E+02,1.5,18.7,5529,0.925,14.05
FALSE POSITIVE,11.7761073,142.70558,2.829,2.81E+02,1.31,15.1,5096,0.689,15.005
FALSE POSITIVE,29.7123181,151.5603,70.3707,3.85E+02,46.43,130,6440,1.921,11.549
CONFIRMED,20.6180348,145.51232,3.267,7.70E+02,1.57,16.3,3757,0.576,15.254
CONFIRMED,19.9401211,142.34849,4.283,7.59E+02,2.42,18,5623,0.763,15.922
CONFIRMED,22.2420032,144.72364,7.532,6.35E+01,2.04,16.2,5979,2.164,12.816
CONFIRMED,3.88148385,135.12314,2.679,3.63E+01,0.59,11.9,5854,0.979,12.32
CONFIRMED,0.577369336,132.425795,1.0852,4.00E+02,1.42,68.3,5255,0.716,14.859
FALSE POSITIVE,186.6543548,187.3800339,10.51,,,,,,15.141
CONFIRMED,12.72037026,178.528297,2.7306,1.18E+03,4.75,485.5,6267,1.258,10.734
FALSE POSITIVE,86.59322294,201.0035479,7.98,,,,,,15.141
CONFIRMED,11.96407399,133.15804,4.526,7.84E+02,3.21,22.9,5903,0.961,15.361
FALSE POSITIVE,2.493237866,132.63633,2.644,2.59E+02,9.48,20.7,5002,4.131,13.962
CONFIRMED,12.90467523,144.32009,3.28,4.12E+02,1.49,21.2,4513,0.722,15.07
CONFIRMED,68.8861017,160.29958,5.925,1.44E+02,1.47,19.5,5753,1.222,12.464
CONFIRMED,9.99115241,134.39335,2.657,3.92E+02,1.68,16.7,4838,0.796,15.311
CANDIDATE,4.267961416,134.07063,1.3427,1.27E+02,1.42,24.6,6395,1.237,13.047
CONFIRMED,36.292017,132.17691,8.198,3.75E+02,3.1,21.4,5843,1.615,15.251
FALSE POSITIVE,0.925589891,169.69275,1.967,4.01E+02,50.6,20.6,4094,24.488,10.795
CONFIRMED,17.25121397,149.886479,2.0371,2.05E+03,2.64,68.6,3879,0.537,15.473
FALSE POSITIVE,1.867281146,132.07744,7.495,7.01E+02,31.18,58.5,6117,1.025,15.6
CONFIRMED,9.30991834,136.39785,3.455,1.15E+02,1.21,19.2,5806,1.101,13.799
CANDIDATE,18.1209388,134.17616,3.781,5.04E+02,1.68,15.8,4905,0.774,15.486
CONFIRMED,3.23941775,133.98383,2.569,7.74E+01,0.77,17.2,6075,0.858,13.658
CANDIDATE,3.98864999,134.8296,3.516,9.42E+01,1.15,12.4,5692,1.188,15.016
CONFIRMED,2.524017517,133.85946,1.1968,3.03E+02,1.5,19.8,5420,0.871,15.55
CANDIDATE,25.1123362,146.3464,7.922,3.99E+02,2.22,11.8,6133,1.112,15.527
CANDIDATE,2.121023807,170.85004,0.3673,2.64E+02,5.75,6.4,6133,1.112,15.527
CANDIDATE,33.18089453,136.482018,15.24,,,,,,13.226
CANDIDATE,3.55557922,132.75203,3.24,6.04E+01,0.84,15.5,5839,1.082,13.845
CONFIRMED,31.2012202,140.07042,4.077,3.60E+02,1.47,13.7,4513,0.722,15.07
CONFIRMED,22.5968256,140.42654,6.179,1.43E+02,1.3,22.2,5610,1.104,13.584
CONFIRMED,45.3486381,142.25049,4.858,1.63E+02,1.61,15.9,5610,1.104,13.584
CONFIRMED,5.25419589,133.72952,2.9878,4.62E+02,2.12,26.1,6123,0.987,15.659
CONFIRMED,5.90608902,131.56096,2.409,3.41E+02,1.77,9.3,5966,0.961,15.466
CONFIRMED,13.81504449,181.12621,2.3244,1.03E+03,1.91,46.7,3732,0.509,14.216
CONFIRMED,12.4128518,140.35679,4.298,1.08E+02,1.5,19.4,5945,1.346,13.539
CONFIRMED,3.92453009,132.40179,3.691,4.64E+02,1.82,25.3,5776,0.849,15.708
CONFIRMED,11.60653061,134.41637,2.194,7.72E+02,1.88,17.8,4703,0.701,15.701
CONFIRMED,2.66831274,131.68823,2.4141,2.66E+02,1.48,23.3,5806,0.899,15.553
FALSE POSITIVE,2.9322509,133.7648,2.931,1.81E+02,1.33,13.1,6106,0.966,15.662
CONFIRMED,23.4772553,145.3641,6.735,1.41E+02,1.34,17.6,6384,1.121,13.973
CONFIRMED,66.5576728,181.3241,10.532,2.14E+02,4.96,21.3,5734,3.405,14.074
FALSE POSITIVE,2.01948607,132.9238,5.248,2.75E+02,2.15,27.9,5884,0.944,15.415
FALSE POSITIVE,3.04468229,132.464,5.951,7.14E+01,0.86,22.2,5575,0.98,14.028
FALSE POSITIVE,15.05028313,141.53522,1.848,6.15E+02,2.46,13.4,5887,0.989,15.612
CONFIRMED,2.455240626,170.821762,1.72722,3.69E+04,10.6,1341.6,3793,0.568,15.979
CONFIRMED,9.08233411,139.65489,2.008,2.97E+02,1.35,15.8,5354,0.788,15.4
FALSE POSITIVE,0.790539912,131.87702,1.0567,2.77E+02,1.24,31.5,4791,0.767,14.864
FALSE POSITIVE,1.705782214,133.15607,1.007,2.78E+02,1.82,11.5,5387,1.009,15.272
FALSE POSITIVE,0.532086296,131.9134,4.023,4.96E+02,16.99,85.2,5271,0.698,15.397
CONFIRMED,47.7052566,146.3164,5.959,1.16E+03,2.89,22.8,4551,0.672,16.22
CONFIRMED,6.238535444,171.706325,3.5255,4.02E+02,2.53,274.5,6267,1.258,10.734
CONFIRMED,86.829519,189.26162,7.464,7.51E+02,1.68,15.1,3576,0.463,15.474
CONFIRMED,9.95667035,136.5827,3.534,5.87E+02,3.41,16.8,6165,1.115,15.309
CONFIRMED,10.41728722,137.45784,4.125,2.10E+02,1.64,20.3,5557,1.151,14.746
CONFIRMED,0.984941669,133.31801,1.9724,8.14E+01,1.49,22.9,5825,1.662,13.835
CONFIRMED,0.663085361,131.97961,1.1522,3.23E+02,1.6,35.3,5172,0.767,15.304
CONFIRMED,19.1187425,138.42824,6.805,2.18E+02,2.33,20.5,5862,1.463,14.838
FALSE POSITIVE,1.08749101,131.77034,1.6192,1.26E+02,4.91,33.5,5988,3.204,13.214
FALSE POSITIVE,1.183818383,131.88403,1.393,8.43E+01,0.91,12.7,6014,0.992,14.675
FALSE POSITIVE,4.98845099,133.74684,7.453,1.94E+02,1.33,23.3,5695,0.961,15.331
CONFIRMED,3.543919702,136.26075,1.8717,5.07E+02,1.21,38.2,3879,0.537,15.473
CANDIDATE,8.28157072,136.25775,3.1,1.39E+02,1.37,12.9,5640,1.175,14.273
CANDIDATE,0.82628442,132.26993,0.9603,1.35E+02,0.96,25.6,5218,0.829,14.434
CANDIDATE,6.37705295,136.91384,1.949,5.03E+02,2.15,17.9,5672,0.965,15.522
CONFIRMED,8.83929462,135.54125,1.719,3.16E+02,1.94,14.8,5330,0.87,15.102
FALSE POSITIVE,0.631795416,132.53963,1.0703,1.45E+02,1.88,24.7,6414,1.519,14.676
CONFIRMED,7.56126152,135.6368,2.851,1.81E+02,1.2,15.7,5853,0.895,14.64
CONFIRMED,34.9897847,144.20912,4.208,4.99E+02,1.14,11.5,3765,0.521,15.987
CONFIRMED,7.05429483,136.18961,1.716,3.59E+02,1,11.2,3765,0.521,15.987
CANDIDATE,2.27050106,133.54216,1.903,1.07E+02,0.55,15.9,4671,0.528,14.363
CONFIRMED,26.7838935,140.75396,4.584,3.65E+02,1.59,20.9,5242,0.856,14.803
CONFIRMED,45.126216,165.42066,6.656,3.73E+02,2.32,17.1,6499,1.169,14.689
CONFIRMED,11.94019101,136.55603,2.866,6.32E+02,1.86,15.6,5073,0.748,15.912
FALSE POSITIVE,3.51295674,133.78198,3.06,8.31E+01,1.1,22.5,6453,1.17,13.51
CONFIRMED,48.4313003,141.45612,4.03,8.86E+02,2.78,17.3,4891,0.805,15.605
CONFIRMED,7.203855862,170.285731,2.5418,1.77E+03,2.25,101.1,3834,0.539,15.264
CONFIRMED,6.73808701,133.32953,2.591,9.29E+01,0.73,14.4,5168,0.769,13.942
FALSE POSITIVE,7.57571414,138.2166,2.357,4.19E+02,2.45,12.8,6418,1.171,15.614
FALSE POSITIVE,4.76887671,132.09888,1.672,1.16E+02,2.11,20,6063,1.855,13.388
FALSE POSITIVE,1.347512632,132.127858,1.9817,2.65E+03,23.45,88.7,5316,0.685,15.894
FALSE POSITIVE,0.512581697,132.80609,1.5789,2.59E+02,1.32,45.2,5547,0.82,15.338
FALSE POSITIVE,12.07760884,140.46287,2.233,1.51E+02,1.03,14,5370,0.845,14.166
CANDIDATE,18.55581565,132.07105,5.372,5.66E+02,20.83,33.2,5988,8.841,13.506
CANDIDATE,13.33094869,133.78632,1.426,7.26E+02,25.95,17.1,5991,1.039,14.847
FALSE POSITIVE,6.38315744,132.30539,1.7075,1.11E+03,2.35,23.8,5262,0.714,15.554
CONFIRMED,27.52194772,189.824523,4.047,2.31E+03,2.47,106.5,3780,0.511,15.108
CONFIRMED,16.1289679,143.75518,6.271,3.89E+02,2.94,21.3,5392,1.087,15.022
CONFIRMED,13.5631157,140.65364,5.438,3.36E+02,1.75,15.4,5853,0.895,15.785
CONFIRMED,16.2959916,133.90784,2.116,3.70E+02,1.83,15.7,5495,0.961,15.243
CONFIRMED,4.16056658,132.27418,2.61,7.58E+01,0.7,16.3,5481,0.815,13.889
FALSE POSITIVE,2.93101771,131.92959,2.231,1.99E+02,1.15,15,5485,0.788,15.484
CONFIRMED,39.79220077,175.250558,4.466,6.10E+02,1.9,179.5,5437,0.781,9.705
FALSE POSITIVE,16.2276756,136.62586,3.699,5.26E+02,2.11,20.5,5328,0.883,15.388
FALSE POSITIVE,1.595630597,136.13782,1.793,2.60E+02,17.94,18.3,5632,0.729,15.112
CONFIRMED,14.8200596,133.39933,3.902,1.85E+02,0.96,21.9,4825,0.732,14.146
CONFIRMED,20.49041,144.41979,4.369,6.62E+02,2.34,23.3,5681,0.923,15.93
FALSE POSITIVE,0.962827066,132.20517,4.48,8.63E+01,29.27,28.7,6534,3.028,13.398
CONFIRMED,8.679037,140.90423,2.864,3.02E+02,1.79,19.9,6117,1.027,15.18
CONFIRMED,11.1296971,138.57573,2.942,3.71E+02,1.93,14.7,6122,0.964,15.859
CONFIRMED,2.7296036,133.28661,2.721,1.46E+02,1.53,18.4,5887,1.235,15.147
CONFIRMED,3.11604194,133.84988,1.7763,3.45E+02,1.59,18.8,5591,0.86,15.79
CONFIRMED,46.82767725,136.74468,1.9033,1.54E+03,2.13,32.4,3879,0.537,15.473
CONFIRMED,12.7372371,136.0162,3.358,1.01E+02,0.87,12.9,5420,0.868,13.463
CONFIRMED,40.0306267,148.85882,4.815,2.15E+02,2.01,19.5,5855,1.373,13.628
CONFIRMED,0.679336747,132.856178,1.2188,2.41E+02,1.4,36.7,5440,0.913,14.159
FALSE POSITIVE,213.6103207,141.655562,10.7643,1.11E+05,46.07,534.5,5931,0.845,15.619
FALSE POSITIVE,170.8658492,299.660385,16.9895,2.98E+04,24.4,897,5989,1.324,14.412
CANDIDATE,21.47642727,149.26156,5.5498,3.48E+05,59.5,124.8,5780,1,17.29
FALSE POSITIVE,17.5509742,133.9459,4.064,3.86E+03,5.97,9.7,5780,1,17.29
CONFIRMED,88.5122014,182.67266,6.8214,2.52E+03,4.7,63.1,5593,0.945,11.921
FALSE POSITIVE,10.21507506,133.64546,3.395,2.59E+02,1.5,17.4,5406,0.95,14.338
FALSE POSITIVE,8.3806973,134.7287,3.028,6.51E+02,1.91,4.6,5062,0.735,15.97
CONFIRMED,31.0572947,147.56275,3.401,6.37E+02,1.85,15.8,5395,0.734,15.956
CONFIRMED,15.1622287,144.474,7.332,4.80E+02,3.12,28.5,6325,1.112,15.212
CONFIRMED,10.04378351,353.61859,5.548,4.38E+02,2.94,28.8,6325,1.112,15.212
